country,column,class,n_missing,pct_missing
Zambia,JobLegal17_1,integer,3655,84.8
Zambia,JobFacil2,character,1965,45.59
Zambia,JobFacil2.0,character,4091,94.92
Zambia,JobFacil2.6,character,4159,96.5
Zambia,JobFacil2.6_specify,character,4244,98.47
Zambia,JobFacil3,character,1965,45.59
Zambia,JobFacil3.1,character,2129,49.4
Zambia,JobFacil3.1_specify,character,3935,91.3
Zambia,JobSearch1.1,character,1965,45.59
Zambia,JobSearch1.2,character,1965,45.59
Zambia,JobSearch1.3,character,1965,45.59
Zambia,JobSearch1.4,character,1965,45.59
Zambia,JobSearch1.5,character,1965,45.59
Zambia,JobSearch1.6,character,4099,95.1
Zambia,JobSearch2.1,character,1965,45.59
Zambia,JobSearch2.2,character,1965,45.59
Zambia,JobSearch2.3,character,1965,45.59
Zambia,JobSearch2.4,character,1965,45.59
Zambia,JobSearch2.5,character,1965,45.59
Zambia,JobSearch2.6,character,4034,93.6
Zambia,JobSearch3,character,2078,48.21
Zambia,JobSearch3.1,character,4050,93.97
Zambia,JobSearch3.1_RF,integer,4050,93.97
Zambia,JobSearch3.1_OT,integer,4050,93.97
Zambia,JobSearch3.1_DK,integer,4050,93.97
Zambia,JobSearch3.1_D,integer,4050,93.97
Zambia,JobSearch3.1_C,integer,4050,93.97
Zambia,JobSearch3.1_B,integer,4050,93.97
Zambia,JobSearch3.1_A,integer,4050,93.97
Zambia,JobSearch3.1_specify,character,4271,99.1
Zambia,JobSearch3.2,character,4103,95.2
Zambia,JobSearch3.3,character,4204,97.54
Zambia,DW_random1,numeric,2451,56.87
Zambia,DW_random2,numeric,2451,56.87
Zambia,DW01_6,character,2451,56.87
Zambia,DW01_6_ID,character,4283,99.37
Zambia,DW01_2,character,2451,56.87
Zambia,DW01_2_ID,character,4196,97.35
Zambia,DW01_4,character,2451,56.87
Zambia,DW01_4_ID,character,4193,97.29
Zambia,DW01_3,character,2451,56.87
Zambia,DW01_3_ID,character,4159,96.5
Zambia,DW01_7,character,2451,56.87
Zambia,DW01_7_ID,character,4010,93.04
Zambia,DW01_8,character,2451,56.87
Zambia,DW01_8_ID,character,4148,96.24
Zambia,DW01_10,character,2451,56.87
Zambia,DW01_10_ID,character,4287,99.47
Zambia,DW01_9,character,2451,56.87
Zambia,DW01_9_ID,character,4241,98.4
Zambia,DW01_1,character,2451,56.87
Zambia,DW01_1_ID,character,4119,95.57
Zambia,DW01_5,character,2451,56.87
Zambia,DW01_5_ID,character,4272,99.12
Zambia,DW_random3,numeric,2451,56.87
Zambia,DW_random4,numeric,2452,56.89
Zambia,MD01_1,character,2451,56.87
Zambia,MD01_1_ID,character,4279,99.28
Zambia,MD01_2,character,2451,56.87
Zambia,MD01_2_ID,character,4290,99.54
Zambia,MD01_3,character,2451,56.87
Zambia,MD01_3_ID,character,4298,99.72
Zambia,MD01_4,character,2451,56.87
Zambia,MD01_4_ID,character,4296,99.68
Zambia,MD01_5,character,2451,56.87
Zambia,MD01_5_ID,character,4275,99.19
Zambia,MD01_6,character,2451,56.87
Zambia,MD01_6_ID,character,4296,99.68
Zambia,MD01_7,character,2451,56.87
Zambia,MD01_7_ID,character,4273,99.14
Zambia,MD01_8,character,2451,56.87
Zambia,MD01_8_ID,character,4286,99.44
Zambia,MD01_9,character,2451,56.87
Zambia,MD01_9_ID,character,4272,99.12
Zambia,TP_random1,numeric,0,0
Zambia,TP_random2,numeric,5,0.12
Zambia,TP_random3,numeric,0,0
Zambia,TP_random4,numeric,1,0.02
Zambia,TR02_1,character,0,0
Zambia,TR02_1trigger,"POSIXct, POSIXt",2147,49.81
Zambia,TR02_2,character,0,0
Zambia,TR02_3,character,1705,39.56
Zambia,TR02_4,character,1215,28.19
Zambia,TR02_5,character,1215,28.19
Zambia,TR02_6,character,1215,28.19
Zambia,TR02_7,character,0,0
Zambia,TR02_8,character,0,0
Zambia,TR02_1_EndTime,"POSIXct, POSIXt",844,19.58
Zambia,PP01_1,character,0,0
Zambia,PP01_2,character,0,0
Zambia,PP02_1,character,3074,71.32
Zambia,PP02_2,character,3096,71.83
Zambia,PP05,character,1705,39.56
Zambia,PP06,character,1705,39.56
Zambia,TP_random5,numeric,0,0
Zambia,TP_random6,numeric,0,0
Zambia,TP_random7,numeric,0,0
Zambia,TP_random8,numeric,3,0.07
Zambia,PL01_1,character,0,0
Zambia,PL01_2,character,0,0
Zambia,PL01_3,character,0,0
Zambia,PL01_4,character,0,0
Zambia,PL01_5,character,0,0
Zambia,PL01_6,character,0,0
Zambia,PL01_7,character,0,0
Zambia,PL01_8,character,0,0
Zambia,PL01_9,character,0,0
Zambia,PL01_10,character,2028,47.05
Zambia,PL01_11,character,0,0
Zambia,PL01_12,character,0,0
Zambia,PL01_13_ot,character,0,0
Zambia,PL01_13,character,4228,98.1
Zambia,PL01_14,character,2193,50.88
Zambia,FI01,character,0,0
Zambia,FI01_EndTime,"POSIXct, POSIXt",0,0
Zambia,FI02,character,0,0
Zambia,FI04,character,1937,44.94
Zambia,FI06,character,4232,98.19
Zambia,FI08,character,339,7.87
Zambia,FI09,character,339,7.87
Zambia,FI09_X,integer,339,7.87
Zambia,FI09_K,integer,339,7.87
Zambia,FI09_J,integer,339,7.87
Zambia,FI09_I,integer,339,7.87
Zambia,FI09_H,integer,339,7.87
Zambia,FI09_G,integer,339,7.87
Zambia,FI09_F,integer,339,7.87
Zambia,FI09_E,integer,339,7.87
Zambia,FI09_D,integer,339,7.87
Zambia,FI09_C,integer,339,7.87
Zambia,FI09_B,integer,339,7.87
Zambia,FI09_A,integer,339,7.87
Zambia,FI09_specify,character,4084,94.76
Zambia,FI10,character,0,0
Zambia,FI11_1,character,0,0
Zambia,FI11_2,character,0,0
Zambia,FI11_3,character,0,0
Zambia,FI12,character,1577,36.59
Zambia,FI13,character,4173,96.82
Zambia,FI13_OT,integer,4173,96.82
Zambia,FI13_E,integer,4173,96.82
Zambia,FI13_D,integer,4173,96.82
Zambia,FI13_C,integer,4173,96.82
Zambia,FI13_B,integer,4173,96.82
Zambia,FI13_A,integer,4173,96.82
Zambia,FI13_specify,character,4256,98.75
Zambia,FI14,numeric,4007,92.97
Zambia,FI15,character,4007,92.97
Zambia,FI15_specify,character,4304,99.86
Zambia,FI16,numeric,4007,92.97
Zambia,FI17,numeric,4007,92.97
Zambia,FI18,character,4201,97.47
Zambia,FI19,character,4116,95.5
Zambia,FI20,character,1937,44.94
Zambia,FI21_1,character,705,16.36
Zambia,FI21_2,character,705,16.36
Zambia,FI21_3,character,705,16.36
Zambia,FI21_4,character,705,16.36
Zambia,FI22,character,4152,96.33
Zambia,FI22_specify,character,4307,99.93
Zambia,FI23,character,796,18.47
Zambia,FI23_1,character,4101,95.15
Zambia,FI23_1_specify,character,4208,97.63
Zambia,FI24_1,character,3605,83.64
Zambia,FI24_2,character,3605,83.64
Zambia,FI24_3,character,3605,83.64
Zambia,FI25,character,182,4.22
Zambia,FI26_1,character,3605,83.64
Zambia,FI26_2,character,3605,83.64
Zambia,FI26_3,character,3605,83.64
Zambia,FI27,character,161,3.74
Zambia,FI28,character,338,7.84
Zambia,FI29,character,4141,96.08
Zambia,FI29a,character,4280,99.3
Zambia,FI30,character,4290,99.54
Zambia,FI30_specify,character,4305,99.88
Zambia,FI31,character,30,0.7
Zambia,FI31_OT,integer,30,0.7
Zambia,FI31_H,integer,30,0.7
Zambia,FI31_G,integer,30,0.7
Zambia,FI31_F,integer,30,0.7
Zambia,FI31_E,integer,30,0.7
Zambia,FI31_DK,integer,30,0.7
Zambia,FI31_D,integer,30,0.7
Zambia,FI31_C,integer,30,0.7
Zambia,FI31_B,integer,30,0.7
Zambia,FI31_A,integer,30,0.7
Zambia,FI31_specify,character,3677,85.31
Zambia,FI32,character,0,0
Zambia,FI33,character,288,6.68
Zambia,FI35,character,27,0.63
Zambia,FI36,character,40,0.93
Zambia,FI36_EndTime,"POSIXct, POSIXt",40,0.93
Zambia,Remit01,character,0,0
Zambia,Remit01_StartTime,"POSIXct, POSIXt",0,0
Zambia,Remit17,character,0,0
Zambia,IA01,character,0,0
Zambia,IA01_EndTime,"POSIXct, POSIXt",0,0
Zambia,IA01_1,character,1517,35.2
Zambia,IA07,character,0,0
Zambia,IA07_1,character,1034,23.99
Zambia,IA07_calc,character,0,0
Zambia,IA08,character,3185,73.9
Zambia,IA08_specify,character,4303,99.84
Zambia,IA09,character,3185,73.9
Zambia,IA09_OT,integer,3185,73.9
Zambia,IA09_G,integer,3185,73.9
Zambia,IA09_F,integer,3185,73.9
Zambia,IA09_E,integer,3185,73.9
Zambia,IA09_D,integer,3185,73.9
Zambia,IA09_C,integer,3185,73.9
Zambia,IA09_B,integer,3185,73.9
Zambia,IA09_A,integer,3185,73.9
Zambia,IA09_specify,character,4299,99.74
Zambia,IA09_1,character,3185,73.9
Zambia,IA10,character,3185,73.9
Zambia,IA10_OT,integer,3185,73.9
Zambia,IA10_L,integer,3185,73.9
Zambia,IA10_K,integer,3185,73.9
Zambia,IA10_J,integer,3185,73.9
Zambia,IA10_I,integer,3185,73.9
Zambia,IA10_H,integer,3185,73.9
Zambia,IA10_G,integer,3185,73.9
Zambia,IA10_F,integer,3185,73.9
Zambia,IA10_E,integer,3185,73.9
Zambia,IA10_D,integer,3185,73.9
Zambia,IA10_C,integer,3185,73.9
Zambia,IA10_B,integer,3185,73.9
Zambia,IA10_A,integer,3185,73.9
Zambia,IA10_specify,character,4279,99.28
Zambia,FS01,character,0,0
Zambia,FS01_EndTime,"POSIXct, POSIXt",0,0
Zambia,FS02,character,3789,87.91
Zambia,campsettlement,character,0,0
Zambia,Justice01,character,0,0
Zambia,Justice01_EndTime,"POSIXct, POSIXt",0,0
Zambia,Justice02,character,4053,94.04
Zambia,Justice02_OT,integer,4053,94.04
Zambia,Justice02_L,integer,4053,94.04
Zambia,Justice02_K,integer,4053,94.04
Zambia,Justice02_J,integer,4053,94.04
Zambia,Justice02_I,integer,4053,94.04
Zambia,Justice02_H,integer,4053,94.04
Zambia,Justice02_G,integer,4053,94.04
Zambia,Justice02_F,integer,4053,94.04
Zambia,Justice02_E,integer,4053,94.04
Zambia,Justice02_D,integer,4053,94.04
Zambia,Justice02_C,integer,4053,94.04
Zambia,Justice02_B,integer,4053,94.04
Zambia,Justice02_A,integer,4053,94.04
Zambia,Justice02_specify,character,4258,98.79
Zambia,Justice03,character,4053,94.04
Zambia,just04_choice,numeric,0,0
Zambia,Justice04,character,4053,94.04
Zambia,Justice04_RF,integer,4053,94.04
Zambia,Justice04_OT,integer,4053,94.04
Zambia,Justice04_DK,integer,4053,94.04
Zambia,Justice04_D,integer,4053,94.04
Zambia,Justice04_C,integer,4053,94.04
Zambia,Justice04_B,integer,4053,94.04
Zambia,Justice04_A,integer,4053,94.04
Zambia,Justice04_specify,character,4301,99.79
Zambia,Justice07a,character,4053,94.04
Zambia,Justice07b,character,4053,94.04
Zambia,Justice07c,character,4053,94.04
Zambia,Justice07d,character,4053,94.04
Zambia,Justice07e,character,4053,94.04
Zambia,Justice07f,character,4053,94.04
Zambia,Justice07g,character,4053,94.04
Zambia,Justice07h,character,4053,94.04
Zambia,Justice07i,character,4053,94.04
Zambia,Justice09,character,4053,94.04
Zambia,Justice10,character,4111,95.38
Zambia,Justice10_specify,character,4300,99.77
Zambia,AC01_1,character,3095,71.81
Zambia,AC01_2,character,3095,71.81
Zambia,AC01_3,character,3095,71.81
Zambia,AC01_4,character,3095,71.81
Zambia,AC01_5,character,3095,71.81
Zambia,AC01_6,character,3095,71.81
Zambia,AC02,character,3095,71.81
Zambia,AC03,character,3095,71.81
Zambia,AC04,character,3095,71.81
Zambia,AC05,character,3095,71.81
Zambia,hostcountryspace,character,0,0
Zambia,AC06_1,character,3585,83.18
Zambia,AC06_1_EndTime,"POSIXct, POSIXt",4268,99.03
Zambia,AC06_2,character,2427,56.31
Zambia,AC06_3,character,1937,44.94
Zambia,AC06_3Trigger,"POSIXct, POSIXt",1979,45.92
Zambia,AC06_4,character,1937,44.94
Zambia,AC06_5,character,1937,44.94
Zambia,AC06_6,character,1937,44.94
Zambia,AC06_6_EndTime,"POSIXct, POSIXt",1979,45.92
Zambia,AC06_3_EndTime,"POSIXct, POSIXt",764,17.73
Zambia,refugeenational,character,0,0
Zambia,refugeenational_french,character,345,8
Zambia,randomDISC1,numeric,0,0
Zambia,randomDISC2,numeric,9,0.21
Zambia,DI01_02,character,0,0
Zambia,DI01_02Trigger,"POSIXct, POSIXt",2184,50.67
Zambia,DI01_03,character,0,0
Zambia,DI01_09,character,0,0
Zambia,DI01_05,character,0,0
Zambia,DI01_07,character,0,0
Zambia,DI01_06,character,0,0
Zambia,DI01_08,character,0,0
Zambia,DI01_01,character,0,0
Zambia,DI01_04,character,0,0
Zambia,DI02,character,2625,60.9
Zambia,DI02_U,integer,2625,60.9
Zambia,DI02_T,integer,2625,60.9
Zambia,DI02_S,integer,2625,60.9
Zambia,DI02_Q,integer,2625,60.9
Zambia,DI02_P,integer,2625,60.9
Zambia,DI02_OT,integer,2625,60.9
Zambia,DI02_O,integer,2625,60.9
Zambia,DI02_N,integer,2625,60.9
Zambia,DI02_M,integer,2625,60.9
Zambia,DI02_L,integer,2625,60.9
Zambia,DI02_K,integer,2625,60.9
Zambia,DI02_J,integer,2625,60.9
Zambia,DI02_I,integer,2625,60.9
Zambia,DI02_H,integer,2625,60.9
Zambia,DI02_G,integer,2625,60.9
Zambia,DI02_F,integer,2625,60.9
Zambia,DI02_E,integer,2625,60.9
Zambia,DI02_DK,integer,2625,60.9
Zambia,DI02_D,integer,2625,60.9
Zambia,DI02_C,integer,2625,60.9
Zambia,DI02_B,integer,2625,60.9
Zambia,DI02_AE,integer,2625,60.9
Zambia,DI02_AD,integer,2625,60.9
Zambia,DI02_AC,integer,2625,60.9
Zambia,DI02_AB,integer,2625,60.9
Zambia,DI02_AA,integer,2625,60.9
Zambia,DI02_A,integer,2625,60.9
Zambia,DI02_1,character,4170,96.75
Zambia,DI02_1_U,integer,4170,96.75
Zambia,DI02_1_T,integer,4170,96.75
Zambia,DI02_1_S,integer,4170,96.75
Zambia,DI02_1_Q,integer,4170,96.75
Zambia,DI02_1_P,integer,4170,96.75
Zambia,DI02_1_OT,integer,4170,96.75
Zambia,DI02_1_O,integer,4170,96.75
Zambia,DI02_1_N,integer,4170,96.75
Zambia,DI02_1_M,integer,4170,96.75
Zambia,DI02_1_L,integer,4170,96.75
Zambia,DI02_1_K,integer,4170,96.75
Zambia,DI02_1_J,integer,4170,96.75
Zambia,DI02_1_I,integer,4170,96.75
Zambia,DI02_1_H,integer,4170,96.75
Zambia,DI02_1_G,integer,4170,96.75
Zambia,DI02_1_F,integer,4170,96.75
Zambia,DI02_1_E,integer,4170,96.75
Zambia,DI02_1_DK,integer,4170,96.75
Zambia,DI02_1_D,integer,4170,96.75
Zambia,DI02_1_C,integer,4170,96.75
Zambia,DI02_1_B,integer,4170,96.75
Zambia,DI02_1_AE,integer,4170,96.75
Zambia,DI02_1_AD,integer,4170,96.75
Zambia,DI02_1_AC,integer,4170,96.75
Zambia,DI02_1_AB,integer,4170,96.75
Zambia,DI02_1_AA,integer,4170,96.75
Zambia,DI02_1_A,integer,4170,96.75
Zambia,DI02_specify1,character,4298,99.72
Zambia,DI03_1,character,4205,97.56
Zambia,DI03a_1,character,4170,96.75
Zambia,DI02_2,character,4143,96.13
Zambia,DI02_2_U,integer,4143,96.13
Zambia,DI02_2_T,integer,4143,96.13
Zambia,DI02_2_S,integer,4143,96.13
Zambia,DI02_2_Q,integer,4143,96.13
Zambia,DI02_2_P,integer,4143,96.13
Zambia,DI02_2_OT,integer,4143,96.13
Zambia,DI02_2_O,integer,4143,96.13
Zambia,DI02_2_N,integer,4143,96.13
Zambia,DI02_2_M,integer,4143,96.13
Zambia,DI02_2_L,integer,4143,96.13
Zambia,DI02_2_K,integer,4143,96.13
Zambia,DI02_2_J,integer,4143,96.13
Zambia,DI02_2_I,integer,4143,96.13
Zambia,DI02_2_H,integer,4143,96.13
Zambia,DI02_2_G,integer,4143,96.13
Zambia,DI02_2_F,integer,4143,96.13
Zambia,DI02_2_E,integer,4143,96.13
Zambia,DI02_2_DK,integer,4143,96.13
Zambia,DI02_2_D,integer,4143,96.13
Zambia,DI02_2_C,integer,4143,96.13
Zambia,DI02_2_B,integer,4143,96.13
Zambia,DI02_2_AE,integer,4143,96.13
Zambia,DI02_2_AD,integer,4143,96.13
Zambia,DI02_2_AC,integer,4143,96.13
Zambia,DI02_2_AB,integer,4143,96.13
Zambia,DI02_2_AA,integer,4143,96.13
Zambia,DI02_2_A,integer,4143,96.13
Zambia,DI02_specify2,character,4293,99.61
Zambia,DI03_2,character,4181,97.01
Zambia,DI03a_2,character,4143,96.13
Zambia,DI02_3,character,4174,96.84
Zambia,DI02_3_U,integer,4174,96.84
Zambia,DI02_3_T,integer,4174,96.84
Zambia,DI02_3_S,integer,4174,96.84
Zambia,DI02_3_Q,integer,4174,96.84
Zambia,DI02_3_P,integer,4174,96.84
Zambia,DI02_3_OT,integer,4174,96.84
Zambia,DI02_3_O,integer,4174,96.84
Zambia,DI02_3_N,integer,4174,96.84
Zambia,DI02_3_M,integer,4174,96.84
Zambia,DI02_3_L,integer,4174,96.84
Zambia,DI02_3_K,integer,4174,96.84
Zambia,DI02_3_J,integer,4174,96.84
Zambia,DI02_3_I,integer,4174,96.84
Zambia,DI02_3_H,integer,4174,96.84
Zambia,DI02_3_G,integer,4174,96.84
Zambia,DI02_3_F,integer,4174,96.84
Zambia,DI02_3_E,integer,4174,96.84
Zambia,DI02_3_DK,integer,4174,96.84
Zambia,DI02_3_D,integer,4174,96.84
Zambia,DI02_3_C,integer,4174,96.84
Zambia,DI02_3_B,integer,4174,96.84
Zambia,DI02_3_AE,integer,4174,96.84
Zambia,DI02_3_AD,integer,4174,96.84
Zambia,DI02_3_AC,integer,4174,96.84
Zambia,DI02_3_AB,integer,4174,96.84
Zambia,DI02_3_AA,integer,4174,96.84
Zambia,DI02_3_A,integer,4174,96.84
Zambia,DI02_specify3,character,4302,99.81
Zambia,DI03_3,character,4205,97.56
Zambia,DI03a_3,character,4174,96.84
Zambia,DI02_4,character,4157,96.45
Zambia,DI02_4_U,integer,4157,96.45
Zambia,DI02_4_T,integer,4157,96.45
Zambia,DI02_4_S,integer,4157,96.45
Zambia,DI02_4_Q,integer,4157,96.45
Zambia,DI02_4_P,integer,4157,96.45
Zambia,DI02_4_OT,integer,4157,96.45
Zambia,DI02_4_O,integer,4157,96.45
Zambia,DI02_4_N,integer,4157,96.45
Zambia,DI02_4_M,integer,4157,96.45
Zambia,DI02_4_L,integer,4157,96.45
Zambia,DI02_4_K,integer,4157,96.45
Zambia,DI02_4_J,integer,4157,96.45
Zambia,DI02_4_I,integer,4157,96.45
Zambia,DI02_4_H,integer,4157,96.45
Zambia,DI02_4_G,integer,4157,96.45
Zambia,DI02_4_F,integer,4157,96.45
Zambia,DI02_4_E,integer,4157,96.45
Zambia,DI02_4_DK,integer,4157,96.45
Zambia,DI02_4_D,integer,4157,96.45
Zambia,DI02_4_C,integer,4157,96.45
Zambia,DI02_4_B,integer,4157,96.45
Zambia,DI02_4_AE,integer,4157,96.45
Zambia,DI02_4_AD,integer,4157,96.45
Zambia,DI02_4_AC,integer,4157,96.45
Zambia,DI02_4_AB,integer,4157,96.45
Zambia,DI02_4_AA,integer,4157,96.45
Zambia,DI02_4_A,integer,4157,96.45
Zambia,DI02_specify4,character,4294,99.63
Zambia,DI03_4,character,4201,97.47
Zambia,DI03a_4,character,4157,96.45
Zambia,DI02_5,character,4209,97.66
Zambia,DI02_5_U,integer,4209,97.66
Zambia,DI02_5_T,integer,4209,97.66
Zambia,DI02_5_S,integer,4209,97.66
Zambia,DI02_5_Q,integer,4209,97.66
Zambia,DI02_5_P,integer,4209,97.66
Zambia,DI02_5_OT,integer,4209,97.66
Zambia,DI02_5_O,integer,4209,97.66
Zambia,DI02_5_N,integer,4209,97.66
Zambia,DI02_5_M,integer,4209,97.66
Zambia,DI02_5_L,integer,4209,97.66
Zambia,DI02_5_K,integer,4209,97.66
Zambia,DI02_5_J,integer,4209,97.66
Zambia,DI02_5_I,integer,4209,97.66
Zambia,DI02_5_H,integer,4209,97.66
Zambia,DI02_5_G,integer,4209,97.66
Zambia,DI02_5_F,integer,4209,97.66
Zambia,DI02_5_E,integer,4209,97.66
Zambia,DI02_5_DK,integer,4209,97.66
Zambia,DI02_5_D,integer,4209,97.66
Zambia,DI02_5_C,integer,4209,97.66
Zambia,DI02_5_B,integer,4209,97.66
Zambia,DI02_5_AE,integer,4209,97.66
Zambia,DI02_5_AD,integer,4209,97.66
Zambia,DI02_5_AC,integer,4209,97.66
Zambia,DI02_5_AB,integer,4209,97.66
Zambia,DI02_5_AA,integer,4209,97.66
Zambia,DI02_5_A,integer,4209,97.66
Zambia,DI02_specify5,character,4308,99.95
Zambia,DI03_5,character,4233,98.21
Zambia,DI03a_5,character,4209,97.66
Zambia,DI02_6,character,4186,97.12
Zambia,DI02_6_U,integer,4186,97.12
Zambia,DI02_6_T,integer,4186,97.12
Zambia,DI02_6_S,integer,4186,97.12
Zambia,DI02_6_Q,integer,4186,97.12
Zambia,DI02_6_P,integer,4186,97.12
Zambia,DI02_6_OT,integer,4186,97.12
Zambia,DI02_6_O,integer,4186,97.12
Zambia,DI02_6_N,integer,4186,97.12
Zambia,DI02_6_M,integer,4186,97.12
Zambia,DI02_6_L,integer,4186,97.12
Zambia,DI02_6_K,integer,4186,97.12
Zambia,DI02_6_J,integer,4186,97.12
Zambia,DI02_6_I,integer,4186,97.12
Zambia,DI02_6_H,integer,4186,97.12
Zambia,DI02_6_G,integer,4186,97.12
Zambia,DI02_6_F,integer,4186,97.12
Zambia,DI02_6_E,integer,4186,97.12
Zambia,DI02_6_DK,integer,4186,97.12
Zambia,DI02_6_D,integer,4186,97.12
Zambia,DI02_6_C,integer,4186,97.12
Zambia,DI02_6_B,integer,4186,97.12
Zambia,DI02_6_AE,integer,4186,97.12
Zambia,DI02_6_AD,integer,4186,97.12
Zambia,DI02_6_AC,integer,4186,97.12
Zambia,DI02_6_AB,integer,4186,97.12
Zambia,DI02_6_AA,integer,4186,97.12
Zambia,DI02_6_A,integer,4186,97.12
Zambia,DI02_specify6,character,4306,99.91
Zambia,DI03_6,character,4214,97.77
Zambia,DI03a_6,character,4186,97.12
Zambia,DI02_7,character,4116,95.5
Zambia,DI02_7_U,integer,4116,95.5
Zambia,DI02_7_T,integer,4116,95.5
Zambia,DI02_7_S,integer,4116,95.5
Zambia,DI02_7_Q,integer,4116,95.5
Zambia,DI02_7_P,integer,4116,95.5
Zambia,DI02_7_OT,integer,4116,95.5
Zambia,DI02_7_O,integer,4116,95.5
Zambia,DI02_7_N,integer,4116,95.5
Zambia,DI02_7_M,integer,4116,95.5
Zambia,DI02_7_L,integer,4116,95.5
Zambia,DI02_7_K,integer,4116,95.5
Zambia,DI02_7_J,integer,4116,95.5
Zambia,DI02_7_I,integer,4116,95.5
Zambia,DI02_7_H,integer,4116,95.5
Zambia,DI02_7_G,integer,4116,95.5
Zambia,DI02_7_F,integer,4116,95.5
Zambia,DI02_7_E,integer,4116,95.5
Zambia,DI02_7_DK,integer,4116,95.5
Zambia,DI02_7_D,integer,4116,95.5
Zambia,DI02_7_C,integer,4116,95.5
Zambia,DI02_7_B,integer,4116,95.5
Zambia,DI02_7_AE,integer,4116,95.5
Zambia,DI02_7_AD,integer,4116,95.5
Zambia,DI02_7_AC,integer,4116,95.5
Zambia,DI02_7_AB,integer,4116,95.5
Zambia,DI02_7_AA,integer,4116,95.5
Zambia,DI02_7_A,integer,4116,95.5
Zambia,DI02_specify7,character,4288,99.49
Zambia,DI03_7,character,4165,96.64
Zambia,DI03a_7,character,4116,95.5
Zambia,DI02_8,character,4157,96.45
Zambia,DI02_8_U,integer,4157,96.45
Zambia,DI02_8_T,integer,4157,96.45
Zambia,DI02_8_S,integer,4157,96.45
Zambia,DI02_8_Q,integer,4157,96.45
Zambia,DI02_8_P,integer,4157,96.45
Zambia,DI02_8_OT,integer,4157,96.45
Zambia,DI02_8_O,integer,4157,96.45
Zambia,DI02_8_N,integer,4157,96.45
Zambia,DI02_8_M,integer,4157,96.45
Zambia,DI02_8_L,integer,4157,96.45
Zambia,DI02_8_K,integer,4157,96.45
Zambia,DI02_8_J,integer,4157,96.45
Zambia,DI02_8_I,integer,4157,96.45
Zambia,DI02_8_H,integer,4157,96.45
Zambia,DI02_8_G,integer,4157,96.45
Zambia,DI02_8_F,integer,4157,96.45
Zambia,DI02_8_E,integer,4157,96.45
Zambia,DI02_8_DK,integer,4157,96.45
Zambia,DI02_8_D,integer,4157,96.45
Zambia,DI02_8_C,integer,4157,96.45
Zambia,DI02_8_B,integer,4157,96.45
Zambia,DI02_8_AE,integer,4157,96.45
Zambia,DI02_8_AD,integer,4157,96.45
Zambia,DI02_8_AC,integer,4157,96.45
Zambia,DI02_8_AB,integer,4157,96.45
Zambia,DI02_8_AA,integer,4157,96.45
Zambia,DI02_8_A,integer,4157,96.45
Zambia,DI02_specify8,character,4297,99.7
Zambia,DI03_8,character,4194,97.31
Zambia,DI03a_8,character,4157,96.45
Zambia,DI02_9,character,4170,96.75
Zambia,DI02_9_U,integer,4170,96.75
Zambia,DI02_9_T,integer,4170,96.75
Zambia,DI02_9_S,integer,4170,96.75
Zambia,DI02_9_Q,integer,4170,96.75
Zambia,DI02_9_P,integer,4170,96.75
Zambia,DI02_9_OT,integer,4170,96.75
Zambia,DI02_9_O,integer,4170,96.75
Zambia,DI02_9_N,integer,4170,96.75
Zambia,DI02_9_M,integer,4170,96.75
Zambia,DI02_9_L,integer,4170,96.75
Zambia,DI02_9_K,integer,4170,96.75
Zambia,DI02_9_J,integer,4170,96.75
Zambia,DI02_9_I,integer,4170,96.75
Zambia,DI02_9_H,integer,4170,96.75
Zambia,DI02_9_G,integer,4170,96.75
Zambia,DI02_9_F,integer,4170,96.75
Zambia,DI02_9_E,integer,4170,96.75
Zambia,DI02_9_DK,integer,4170,96.75
Zambia,DI02_9_D,integer,4170,96.75
Zambia,DI02_9_C,integer,4170,96.75
Zambia,DI02_9_B,integer,4170,96.75
Zambia,DI02_9_AE,integer,4170,96.75
Zambia,DI02_9_AD,integer,4170,96.75
Zambia,DI02_9_AC,integer,4170,96.75
Zambia,DI02_9_AB,integer,4170,96.75
Zambia,DI02_9_AA,integer,4170,96.75
Zambia,DI02_9_A,integer,4170,96.75
Zambia,DI02_specify9,character,4303,99.84
Zambia,DI03_9,character,4206,97.59
Zambia,DI03a_9,character,4170,96.75
Zambia,randomDISC3,numeric,0,0
Zambia,randomDISC4,numeric,2,0.05
Zambia,VW00_1,character,0,0
Zambia,VW00_1_EndTime,"POSIXct, POSIXt",0,0
Zambia,VW00_2,character,3845,89.21
Zambia,VW00_2_30,integer,3845,89.21
Zambia,VW00_2_29,integer,3845,89.21
Zambia,VW00_2_28,integer,3845,89.21
Zambia,VW00_2_27,integer,3845,89.21
Zambia,VW00_2_26,integer,3845,89.21
Zambia,VW00_2_25,integer,3845,89.21
Zambia,VW00_2_24,integer,3845,89.21
Zambia,VW00_2_23,integer,3845,89.21
Zambia,VW00_2_22,integer,3845,89.21
Zambia,VW00_2_21,integer,3845,89.21
Zambia,VW00_2_20,integer,3845,89.21
Zambia,VW00_2_19,integer,3845,89.21
Zambia,VW00_2_18,integer,3845,89.21
Zambia,VW00_2_17,integer,3845,89.21
Zambia,VW00_2_16,integer,3845,89.21
Zambia,VW00_2_15,integer,3845,89.21
Zambia,VW00_2_14,integer,3845,89.21
Zambia,VW00_2_13,integer,3845,89.21
Zambia,VW00_2_12,integer,3845,89.21
